sid,tid,tix,bid,bix,study_task,current_task,prime_identity,prime_part_of_speech,prime_valence,target_identity,target_part_of_speech,target_valence,target_onset,response,response_time,error,response_window_start,response_window_end,n_target
17,894,50,25,3,valence_classification,color_matching,MQQM,noun,positive,launisch,adjective,negative,0.4504,match,0.3118,0,0.3994,0.5352,55.92137685711903
17,895,51,25,3,valence_classification,color_matching,XVVX,adjective,positive,gierig,adjective,negative,0.4503,match,0.4849,0,0.3991,0.5348,55.86786638556006
17,896,52,25,3,valence_classification,color_matching,WJJW,noun,negative,gift,noun,negative,0.4602,match,0.2543,0,0.3987,0.5344,55.81375828507956
17,896,52,25,3,valence_classification,color_matching,WJJW,noun,negative,gift,noun,negative,0.4602,match,0.4209,0,0.3987,0.5344,55.81375828507956
17,897,53,25,3,valence_classification,color_matching,ZYYZ,adjective,negative,entführung,noun,negative,0.4503,nonmatch,0.5,0,0.3983,0.534,55.758860357412104
17,898,54,25,3,valence_classification,color_matching,WJJW,noun,negative,leiche,noun,negative,0.4503,nonmatch,0.44,1,0.3979,0.5336,55.70297647317694
17,899,55,25,3,valence_classification,color_matching,ZYYZ,adjective,negative,eitel,adjective,negative,0.4503,match,0.5491,0,0.399,0.5347,55.86259908827247
17,900,56,25,3,valence_classification,color_matching,XVVX,adjective,positive,entführung,noun,negative,0.4503,nonmatch,0.2608,0,0.3986,0.5344,55.80943833772361
17,901,57,25,3,valence_classification,color_matching,XVVX,adjective,positive,schlecht,adjective,negative,0.4503,nonmatch,0.527,0,0.3983,0.534,55.755487773299194
17,902,58,25,3,valence_classification,color_matching,ZYYZ,adjective,negative,schleim,noun,negative,0.4503,nonmatch,0.4895,0,0.3979,0.5336,55.70062822568012
17,903,59,25,3,valence_classification,color_matching,XVVX,adjective,positive,einfall,noun,positive,0.4503,nonmatch,0.4766,0,0.3975,0.5332,55.652617764122645
17,904,60,25,3,valence_classification,color_matching,XVVX,adjective,positive,spaß,noun,positive,0.4503,match,0.4278,0,0.3972,0.5329,55.60519912513978
17,905,61,25,3,valence_classification,color_matching,ZYYZ,adjective,negative,einfall,noun,positive,0.4503,match,0.5142,0,0.3968,0.5326,55.558212946147165
17,906,62,25,3,valence_classification,color_matching,ZYYZ,adjective,negative,ehrlich,adjective,positive,0.4503,nonmatch,0.5738,0,0.3965,0.5322,55.51150385288171
17,907,63,25,3,valence_classification,color_matching,ZYYZ,adjective,negative,lustig,adjective,positive,0.4503,match,0.4901,0,0.3962,0.5319,55.46491941802936
17,908,64,25,3,valence_classification,color_matching,XVVX,adjective,positive,schön,adjective,positive,0.4503,match,0.4059,0,0.3958,0.5316,55.41830916468746
17,909,1,26,4,valence_classification,color_matching,MQQM,noun,positive,liebe,noun,positive,0.4503,match,0.5282,0,0.3955,0.5312,55.37181884682202
17,910,2,26,4,valence_classification,color_matching,XVVX,adjective,positive,ehrlich,adjective,positive,0.4563,match,0.3,1,0.3952,0.5309,55.32497246087966
17,911,3,26,4,valence_classification,color_matching,XVVX,adjective,positive,einfall,noun,positive,0.4503,nonmatch,0.5252,1,0.3961,0.5318,55.45736472674679
17,912,4,26,4,valence_classification,color_matching,ZYYZ,adjective,negative,glück,noun,positive,0.4504,nonmatch,1.1796,0,0.3971,0.5328,55.59503071157011
17,913,5,26,4,valence_classification,color_matching,XVVX,adjective,positive,lustig,adjective,positive,0.4503,match,0.3037,0,0.3968,0.5325,55.54979003461439
17,914,6,26,4,valence_classification,color_matching,ZYYZ,adjective,negative,schön,adjective,positive,0.4531,nonmatch,0.4764,0,0.3965,0.5322,55.50479102403895
17,915,7,26,4,valence_classification,color_matching,ZYYZ,adjective,negative,entführung,noun,negative,0.4503,match,0.5259,0,0.3961,0.5319,55.45989210196172
17,916,8,26,4,valence_classification,color_matching,ZYYZ,adjective,negative,eitel,adjective,negative,0.4532,match,0.5987,0,0.3958,0.5315,55.41495335394552
17,917,9,26,4,valence_classification,color_matching,MQQM,noun,positive,einfall,noun,positive,0.4503,nonmatch,0.4629,0,0.3955,0.5312,55.37012065485244
17,918,10,26,4,valence_classification,color_matching,ZYYZ,adjective,negative,gierig,adjective,negative,0.4503,match,0.526,0,0.3952,0.5309,55.324940937294095
17,919,11,26,4,valence_classification,color_matching,XVVX,adjective,positive,spaß,noun,positive,0.4503,nonmatch,0.5124,0,0.3949,0.5306,55.279276330932134
17,920,12,26,4,valence_classification,color_matching,MQQM,noun,positive,ehrlich,adjective,positive,0.4503,match,0.5216,0,0.3945,0.5302,55.23298692953671
17,921,13,26,4,valence_classification,color_matching,XVVX,adjective,positive,gütig,adjective,positive,0.4534,nonmatch,0.4966,0,0.3942,0.5299,55.18592998618882
17,922,14,26,4,valence_classification,color_matching,XVVX,adjective,positive,schlecht,adjective,negative,0.4503,match,0.433,0,0.3939,0.5296,55.139171621149245
17,923,15,26,4,valence_classification,color_matching,MQQM,noun,positive,eitel,adjective,negative,0.4503,nonmatch,0.5181,0,0.3936,0.5293,55.09771970349833
17,924,16,26,4,valence_classification,color_matching,MQQM,noun,positive,entführung,noun,negative,0.4503,nonmatch,0.4823,0,0.3933,0.529,55.056762063727085
17,925,17,26,4,valence_classification,color_matching,WJJW,noun,negative,lustig,adjective,positive,0.4503,nonmatch,0.4179,0,0.393,0.5287,55.016178082722455
17,926,18,26,4,valence_classification,color_matching,XVVX,adjective,positive,launisch,adjective,negative,0.4553,nonmatch,0.4885,0,0.3927,0.5284,54.97584996848191
17,927,19,26,4,valence_classification,color_matching,ZYYZ,adjective,negative,leiche,noun,negative,0.4503,nonmatch,0.4419,0,0.3924,0.5281,54.93566206700729
17,928,20,26,4,valence_classification,color_matching,XVVX,adjective,positive,eitel,adjective,negative,0.4536,nonmatch,0.4758,0,0.3921,0.5278,54.89550020028187
17,929,21,26,4,valence_classification,color_matching,ZYYZ,adjective,negative,schlecht,adjective,negative,0.4503,nonmatch,0.5445,0,0.3918,0.5275,54.855251025370755
17,930,22,26,4,valence_classification,color_matching,MQQM,noun,positive,glück,noun,positive,0.4503,nonmatch,0.3317,0,0.3915,0.5273,54.81505536974537
17,931,23,26,4,valence_classification,color_matching,MQQM,noun,positive,leiche,noun,negative,0.4503,match,0.4538,0,0.3912,0.527,54.77452284683947
17,932,24,26,4,valence_classification,color_matching,WJJW,noun,negative,spaß,noun,positive,0.4503,match,0.4825,0,0.391,0.5267,54.733540604570436
17,933,25,26,4,valence_classification,color_matching,ZYYZ,adjective,negative,spaß,noun,positive,0.4503,match,0.4348,0,0.3907,0.5264,54.69199391498749
17,934,26,26,4,valence_classification,color_matching,MQQM,noun,positive,lustig,adjective,positive,0.4503,nonmatch,0.5188,0,0.3904,0.5261,54.649765572398984
17,935,27,26,4,valence_classification,color_matching,WJJW,noun,negative,schleim,noun,negative,0.4535,nonmatch,0.5134,0,0.39,0.5258,54.60673527924299
17,936,28,26,4,valence_classification,color_matching,MQQM,noun,positive,launisch,adjective,negative,0.4503,match,0.4077,0,0.3898,0.5255,54.56804356809715
17,937,29,26,4,valence_classification,color_matching,XVVX,adjective,positive,entführung,noun,negative,0.4503,match,0.4846,0,0.3895,0.5252,54.53097812759308
17,938,30,26,4,valence_classification,color_matching,XVVX,adjective,positive,glück,noun,positive,0.4503,nonmatch,0.4356,0,0.3892,0.525,54.49429655862786
17,939,31,26,4,valence_classification,color_matching,MQQM,noun,positive,gift,noun,negative,0.4503,nonmatch,0.4576,0,0.389,0.5247,54.4579010856589
17,940,32,26,4,valence_classification,color_matching,XVVX,adjective,positive,gierig,adjective,negative,0.4503,match,0.3894,0,0.3887,0.5244,54.421695863793765
17,973,1,27,5,valence_classification,color_matching,ZYYZ,adjective,negative,glück,noun,positive,0.4503,nonmatch,3.5433,0,0.3887,0.5244,54.421695863793765
17,974,2,27,5,valence_classification,color_matching,MQQM,noun,positive,glück,noun,positive,0.4504,match,0.3337,0,0.3885,0.5242,54.385586474873485
17,975,3,27,5,valence_classification,color_matching,XVVX,adjective,positive,liebe,noun,positive,0.4503,nonmatch,0.6062,0,0.3882,0.5239,54.34947944010846
17,976,4,27,5,valence_classification,color_matching,ZYYZ,adjective,negative,gütig,adjective,positive,0.4503,match,0.4122,0,0.388,0.5237,54.31328174535416
17,977,5,27,5,valence_classification,color_matching,ZYYZ,adjective,negative,schleim,noun,negative,0.4503,match,0.3457,0,0.3877,0.5234,54.2771309082837
17,978,6,27,5,valence_classification,color_matching,MQQM,noun,positive,gütig,adjective,positive,0.4503,nonmatch,0.461,0,0.3874,0.5231,54.240684360274926
17,979,7,27,5,valence_classification,color_matching,WJJW,noun,negative,schlecht,adjective,negative,0.4538,match,0.5052,0,0.3872,0.5229,54.2038491170968
17,980,8,27,5,valence_classification,color_matching,XVVX,adjective,positive,schön,adjective,positive,0.4503,nonmatch,0.511,0,0.3869,0.5226,54.16653062963349
17,981,9,27,5,valence_classification,color_matching,XVVX,adjective,positive,gütig,adjective,positive,0.4503,match,0.3623,0,0.3866,0.5223,54.12863232850522
17,982,10,27,5,valence_classification,color_matching,XVVX,adjective,positive,ehrlich,adjective,positive,0.4503,nonmatch,0.4857,0,0.3864,0.5221,54.09005515870861
17,983,11,27,5,valence_classification,color_matching,MQQM,noun,positive,ehrlich,adjective,positive,0.4503,match,0.4895,0,0.3861,0.5218,54.051286858322314
17,984,12,27,5,valence_classification,color_matching,XVVX,adjective,positive,einfall,noun,positive,0.4503,match,0.4546,0,0.3858,0.5216,54.01739980919715
17,985,13,27,5,valence_classification,color_matching,MQQM,noun,positive,eitel,adjective,negative,0.4503,match,0.5132,0,0.3856,0.5213,53.983923311590324
17,986,14,27,5,valence_classification,color_matching,WJJW,noun,negative,gierig,adjective,negative,0.4503,nonmatch,0.4641,0,0.3854,0.5211,53.950774645186286
17,987,15,27,5,valence_classification,color_matching,WJJW,noun,negative,gütig,adjective,positive,0.4503,match,0.2633,0,0.3851,0.5208,53.91787294019101
17,988,16,27,5,valence_classification,color_matching,MQQM,noun,positive,launisch,adjective,negative,0.4503,match,0.5791,0,0.3849,0.5206,53.88513878290452
17,989,17,27,5,valence_classification,color_matching,ZYYZ,adjective,negative,gift,noun,negative,0.4503,nonmatch,0.3619,0,0.3847,0.5204,53.85249383525026
17,990,18,27,5,valence_classification,color_matching,ZYYZ,adjective,negative,gierig,adjective,negative,0.4503,match,0.5039,0,0.3844,0.5201,53.8198604654185
17,991,19,27,5,valence_classification,color_matching,MQQM,noun,positive,gierig,adjective,negative,0.4503,match,0.3965,1,0.3842,0.5199,53.78716138693153
17,992,20,27,5,valence_classification,color_matching,ZYYZ,adjective,negative,ehrlich,adjective,positive,0.4503,match,0.5243,1,0.3849,0.5206,53.885787407524866
17,993,21,27,5,valence_classification,color_matching,ZYYZ,adjective,negative,eitel,adjective,negative,0.4504,nonmatch,0.4772,0,0.3856,0.5213,53.98241817123129
17,994,22,27,5,valence_classification,color_matching,MQQM,noun,positive,entführung,noun,negative,0.4503,nonmatch,0.4394,0,0.3854,0.5211,53.95019462071316
17,995,23,27,5,valence_classification,color_matching,MQQM,noun,positive,gift,noun,negative,0.4503,nonmatch,0.4051,0,0.3851,0.5208,53.91821201619468
17,996,24,27,5,valence_classification,color_matching,ZYYZ,adjective,negative,einfall,noun,positive,0.4503,match,0.468,0,0.3849,0.5206,53.886395178553975
17,997,25,27,5,valence_classification,color_matching,XVVX,adjective,positive,entführung,noun,negative,0.4503,match,0.4108,0,0.3847,0.5204,53.85466995689224
17,998,26,27,5,valence_classification,color_matching,MQQM,noun,positive,schön,adjective,positive,0.4503,nonmatch,0.3674,0,0.3844,0.5202,53.82296288807494
17,999,27,27,5,valence_classification,color_matching,XVVX,adjective,positive,launisch,adjective,negative,0.4504,match,0.4966,0,0.3842,0.5199,53.791200864121635
17,1000,28,27,5,valence_classification,color_matching,ZYYZ,adjective,negative,lustig,adjective,positive,0.4503,match,0.3569,1,0.384,0.5197,53.75931080513597
17,1001,29,27,5,valence_classification,color_matching,WJJW,noun,negative,leiche,noun,negative,0.4531,match,0.4967,0,0.3846,0.5203,53.84843206742089
17,1002,30,27,5,valence_classification,color_matching,ZYYZ,adjective,negative,liebe,noun,positive,0.4503,match,0.3602,0,0.3844,0.5201,53.817130780805066
17,1003,31,27,5,valence_classification,color_matching,WJJW,noun,negative,schleim,noun,negative,0.4503,match,0.6044,0,0.3842,0.5199,53.78576274310682
17,1004,32,27,5,valence_classification,color_matching,ZYYZ,adjective,negative,launisch,adjective,negative,0.4503,match,0.4108,0,0.384,0.5197,53.75425667263041
17,1005,33,27,5,valence_classification,color_matching,MQQM,noun,positive,schlecht,adjective,negative,0.4503,nonmatch,0.4323,0,0.3837,0.5194,53.72273868622138
17,1006,34,27,5,valence_classification,color_matching,WJJW,noun,negative,liebe,noun,positive,0.4503,match,0.3757,0,0.3835,0.5192,53.69092535474337
17,1007,35,27,5,valence_classification,color_matching,XVVX,adjective,positive,lustig,adjective,positive,0.4503,match,0.5364,0,0.3833,0.519,53.658744489071914
17,1008,36,27,5,valence_classification,color_matching,MQQM,noun,positive,lustig,adjective,positive,0.4503,match,0.3048,0,0.383,0.5188,53.626122504158424
17,1009,37,27,5,valence_classification,color_matching,XVVX,adjective,positive,eitel,adjective,negative,0.4503,nonmatch,0.468,0,0.3828,0.5185,53.59298410443385
17,1010,38,27,5,valence_classification,color_matching,XVVX,adjective,positive,schleim,noun,negative,0.4503,nonmatch,0.5416,0,0.3826,0.5183,53.55925196089942
17,1011,39,27,5,valence_classification,color_matching,MQQM,noun,positive,liebe,noun,positive,0.4503,nonmatch,0.4704,0,0.3823,0.518,53.5248463779526
17,1012,40,27,5,valence_classification,color_matching,ZYYZ,adjective,negative,schön,adjective,positive,0.4503,match,0.3644,0,0.3821,0.5178,53.493961822828815
17,1013,41,27,5,valence_classification,color_matching,MQQM,noun,positive,einfall,noun,positive,0.4503,match,0.5238,0,0.3819,0.5176,53.46456299311623
17,1014,42,27,5,valence_classification,color_matching,WJJW,noun,negative,glück,noun,positive,0.4503,match,0.3709,0,0.3817,0.5174,53.43548577331499
17,1015,43,27,5,valence_classification,color_matching,ZYYZ,adjective,negative,spaß,noun,positive,0.4503,nonmatch,0.4466,0,0.3815,0.5172,53.40666683884249
17,1016,44,27,5,valence_classification,color_matching,WJJW,noun,negative,gift,noun,negative,0.4503,nonmatch,0.3746,0,0.3813,0.517,53.378044109826725
17,1017,45,27,5,valence_classification,color_matching,WJJW,noun,negative,einfall,noun,positive,0.4503,nonmatch,0.5534,0,0.3811,0.5168,53.34955648586885
17,1018,46,27,5,valence_classification,color_matching,XVVX,adjective,positive,glück,noun,positive,0.4503,match,0.5916,0,0.3809,0.5166,53.3211435889229
17,1019,47,27,5,valence_classification,color_matching,WJJW,noun,negative,spaß,noun,positive,0.4503,nonmatch,0.4616,0,0.3807,0.5164,53.29274551261589
17,1020,48,27,5,valence_classification,color_matching,MQQM,noun,positive,leiche,noun,negative,0.4503,match,0.5199,0,0.3805,0.5162,53.26430257640885
17,1021,49,27,5,valence_classification,color_matching,WJJW,noun,negative,eitel,adjective,negative,0.4503,nonmatch,0.5327,1,0.3803,0.516,53.235755083060575
17,1022,50,27,5,valence_classification,color_matching,ZYYZ,adjective,negative,leiche,noun,negative,0.4503,nonmatch,0.6582,0,0.3808,0.5165,53.3154726314326
17,1023,51,27,5,valence_classification,color_matching,WJJW,noun,negative,ehrlich,adjective,positive,0.4503,nonmatch,0.5624,0,0.3806,0.5163,53.28740588464992
17,1024,52,27,5,valence_classification,color_matching,ZYYZ,adjective,negative,schlecht,adjective,negative,0.4548,match,0.346,1,0.3804,0.5161,53.25928448722265
17,1025,53,27,5,valence_classification,color_matching,XVVX,adjective,positive,spaß,noun,positive,0.4503,nonmatch,0.4751,0,0.381,0.5167,53.34405984831196
17,1026,54,27,5,valence_classification,color_matching,XVVX,adjective,positive,schlecht,adjective,negative,0.4503,nonmatch,0.5109,1,0.3808,0.5165,53.316341485292774
17,1027,55,27,5,valence_classification,color_matching,ZYYZ,adjective,negative,entführung,noun,negative,0.4503,match,0.4125,0,0.3814,0.5171,53.39954699205231
17,1028,56,27,5,valence_classification,color_matching,MQQM,noun,positive,schleim,noun,negative,0.4503,match,0.5561,0,0.3812,0.5169,53.37198721671385
17,1029,57,27,5,valence_classification,color_matching,WJJW,noun,negative,schön,adjective,positive,0.4503,match,0.5595,0,0.381,0.5167,53.344547900242745
17,1030,58,27,5,valence_classification,color_matching,WJJW,noun,negative,entführung,noun,negative,0.4544,match,0.6735,1,0.3808,0.5166,53.317172912153055
17,1031,59,27,5,valence_classification,color_matching,MQQM,noun,positive,spaß,noun,positive,0.4503,nonmatch,0.3545,0,0.3814,0.5171,53.39933919211681
17,1032,60,27,5,valence_classification,color_matching,WJJW,noun,negative,launisch,adjective,negative,0.4503,nonmatch,0.3462,0,0.3812,0.5169,53.37211390320823
17,1033,61,27,5,valence_classification,color_matching,WJJW,noun,negative,lustig,adjective,positive,0.4579,nonmatch,0.5498,0,0.381,0.5168,53.345008692446136
17,1034,62,27,5,valence_classification,color_matching,XVVX,adjective,positive,leiche,noun,negative,0.4503,nonmatch,0.4689,1,0.3808,0.5166,53.31796873901095
17,1035,63,27,5,valence_classification,color_matching,XVVX,adjective,positive,gierig,adjective,negative,0.4503,nonmatch,0.5532,0,0.3814,0.5171,53.39912135311522
17,1036,64,27,5,valence_classification,color_matching,XVVX,adjective,positive,gift,noun,negative,0.4503,nonmatch,0.5495,0,0.3812,0.5169,53.372222671230794
17,1037,1,28,6,valence_classification,color_matching,ZYYZ,adjective,negative,lustig,adjective,positive,0.4503,match,0.4108,0,0.381,0.5168,53.34544363374731
17,1038,2,28,6,valence_classification,color_matching,XVVX,adjective,positive,schön,adjective,positive,0.4503,nonmatch,0.4561,0,0.3808,0.5166,53.31873068358797
17,1039,3,28,6,valence_classification,color_matching,ZYYZ,adjective,negative,schön,adjective,positive,0.4504,match,0.4786,0,0.3807,0.5164,53.292030664520674
17,1040,4,28,6,valence_classification,color_matching,WJJW,noun,negative,gierig,adjective,negative,0.4503,match,0.4537,0,0.3805,0.5162,53.265290615657925
17,1041,5,28,6,valence_classification,color_matching,ZYYZ,adjective,negative,spaß,noun,positive,0.4503,match,0.3245,0,0.3803,0.516,53.23845756865482
17,1042,6,28,6,valence_classification,color_matching,XVVX,adjective,positive,gierig,adjective,negative,0.4503,nonmatch,0.5198,0,0.3801,0.5158,53.21165270286642
17,1043,7,28,6,valence_classification,color_matching,WJJW,noun,negative,spaß,noun,positive,0.4503,match,0.4791,0,0.3799,0.5156,53.18463807743769
17,1044,8,28,6,valence_classification,color_matching,ZYYZ,adjective,negative,gierig,adjective,negative,0.4503,match,0.4466,0,0.3797,0.5154,53.15736033268285
17,1045,9,28,6,valence_classification,color_matching,MQQM,noun,positive,glück,noun,positive,0.4503,match,0.4407,0,0.3795,0.5152,53.129765218325815
17,1046,10,28,6,valence_classification,color_matching,MQQM,noun,positive,einfall,noun,positive,0.4638,match,0.4823,0,0.3793,0.515,53.10179739112509
17,1047,11,28,6,valence_classification,color_matching,ZYYZ,adjective,negative,gift,noun,negative,0.4503,match,0.4894,0,0.3791,0.5148,53.073400207745394
17,1048,12,28,6,valence_classification,color_matching,XVVX,adjective,positive,entführung,noun,negative,0.4534,nonmatch,0.4777,0,0.3789,0.5146,53.04451551177143
17,1049,13,28,6,valence_classification,color_matching,WJJW,noun,negative,schön,adjective,positive,0.4503,match,0.342,0,0.3787,0.5144,53.01508341373327
17,1050,14,28,6,valence_classification,color_matching,MQQM,noun,positive,gütig,adjective,positive,0.4503,nonmatch,0.5313,0,0.3785,0.5142,52.98504206297792
17,1051,15,28,6,valence_classification,color_matching,XVVX,adjective,positive,gift,noun,negative,0.4503,match,0.5484,0,0.3783,0.514,52.95934171091704
17,1052,16,28,6,valence_classification,color_matching,MQQM,noun,positive,eitel,adjective,negative,0.4503,match,0.4251,0,0.3781,0.5138,52.93404638633877
17,1053,17,28,6,valence_classification,color_matching,WJJW,noun,negative,gütig,adjective,positive,0.4503,match,0.4394,1,0.3779,0.5136,52.9090303133297
17,1054,18,28,6,valence_classification,color_matching,XVVX,adjective,positive,eitel,adjective,negative,0.4503,nonmatch,0.6217,0,0.3785,0.5142,52.983438043659355
17,1055,19,28,6,valence_classification,color_matching,WJJW,noun,negative,lustig,adjective,positive,0.4503,match,0.2193,1,0.3783,0.514,52.958098369993515
17,1056,20,28,6,valence_classification,color_matching,WJJW,noun,negative,launisch,adjective,negative,0.4503,match,0.6034,0,0.3789,0.5146,53.03997383613782
17,1057,21,28,6,valence_classification,color_matching,ZYYZ,adjective,negative,launisch,adjective,negative,0.4503,nonmatch,0.4251,0,0.3787,0.5144,53.01101855808696
17,1058,22,28,6,valence_classification,color_matching,ZYYZ,adjective,negative,entführung,noun,negative,0.4503,match,0.5686,0,0.3784,0.5142,52.981931406853626
17,1059,23,28,6,valence_classification,color_matching,XVVX,adjective,positive,schleim,noun,negative,0.4503,match,0.5362,0,0.3783,0.514,52.95686949584529
17,1060,24,28,6,valence_classification,color_matching,MQQM,noun,positive,liebe,noun,positive,0.4503,nonmatch,0.4752,0,0.3781,0.5138,52.932125788264024
17,1061,25,28,6,valence_classification,color_matching,ZYYZ,adjective,negative,ehrlich,adjective,positive,0.4503,match,0.468,1,0.3779,0.5136,52.90765348933377
17,1062,26,28,6,valence_classification,color_matching,ZYYZ,adjective,negative,glück,noun,positive,0.4503,nonmatch,0.5259,1,0.3784,0.5141,52.980444847357916
17,1063,27,28,6,valence_classification,color_matching,MQQM,noun,positive,launisch,adjective,negative,0.4503,nonmatch,0.4036,0,0.379,0.5147,53.063499928004994
17,1064,28,28,6,valence_classification,color_matching,XVVX,adjective,positive,gütig,adjective,positive,0.4503,nonmatch,0.5587,0,0.3788,0.5145,53.03554214379698
17,1065,29,28,6,valence_classification,color_matching,WJJW,noun,negative,gift,noun,negative,0.4503,match,0.3642,1,0.3786,0.5143,53.00704228854917
17,1065,29,28,6,valence_classification,color_matching,WJJW,noun,negative,gift,noun,negative,0.4503,nonmatch,0.5166,0,0.3786,0.5143,53.00704228854917
17,1066,30,28,6,valence_classification,color_matching,XVVX,adjective,positive,einfall,noun,positive,0.4503,nonmatch,0.4067,0,0.3784,0.5141,52.978978017108446
17,1067,31,28,6,valence_classification,color_matching,XVVX,adjective,positive,glück,noun,positive,0.4503,nonmatch,0.5533,0,0.3782,0.514,52.954454481703245
17,1068,32,28,6,valence_classification,color_matching,MQQM,noun,positive,schleim,noun,negative,0.4503,match,0.4322,0,0.3781,0.5138,52.930239702196396
17,1069,33,28,6,valence_classification,color_matching,ZYYZ,adjective,negative,liebe,noun,positive,0.461,nonmatch,0.506,0,0.3779,0.5136,52.906288788428036
17,1070,34,28,6,valence_classification,color_matching,MQQM,noun,positive,leiche,noun,negative,0.4503,nonmatch,0.4179,0,0.3777,0.5134,52.882557855993625
17,1071,35,28,6,valence_classification,color_matching,MQQM,noun,positive,schön,adjective,positive,0.4503,match,0.4251,0,0.3776,0.5133,52.859003866937854
17,1072,36,28,6,valence_classification,color_matching,ZYYZ,adjective,negative,leiche,noun,negative,0.4503,nonmatch,0.2387,0,0.3774,0.5131,52.83558447583856
17,1073,37,28,6,valence_classification,color_matching,XVVX,adjective,positive,ehrlich,adjective,positive,0.4503,match,0.5775,0,0.3772,0.5129,52.81225788042243
17,1074,38,28,6,valence_classification,color_matching,WJJW,noun,negative,glück,noun,positive,0.4503,nonmatch,0.4251,0,0.3771,0.5128,52.78898267589572
17,1075,39,28,6,valence_classification,color_matching,WJJW,noun,negative,eitel,adjective,negative,0.4503,nonmatch,0.4354,0,0.3769,0.5126,52.765717712208705
17,1076,40,28,6,valence_classification,color_matching,XVVX,adjective,positive,schlecht,adjective,negative,0.4503,match,0.575,0,0.3767,0.5124,52.7424219535007
17,1077,41,28,6,valence_classification,color_matching,MQQM,noun,positive,lustig,adjective,positive,0.4503,nonmatch,0.2569,1,0.3766,0.5123,52.71905433899716
17,1078,42,28,6,valence_classification,color_matching,MQQM,noun,positive,gierig,adjective,negative,0.4532,match,0.4689,0,0.377,0.5127,52.784222252767876
17,1079,43,28,6,valence_classification,color_matching,WJJW,noun,negative,einfall,noun,positive,0.4503,match,0.4705,0,0.3769,0.5126,52.761184745860064
17,1080,44,28,6,valence_classification,color_matching,WJJW,noun,negative,leiche,noun,negative,0.4503,match,0.4576,0,0.3767,0.5124,52.738109346591145
17,1081,45,28,6,valence_classification,color_matching,XVVX,adjective,positive,launisch,adjective,negative,0.4503,match,0.5127,0,0.3765,0.5122,52.71495575491727
17,1082,46,28,6,valence_classification,color_matching,XVVX,adjective,positive,leiche,noun,negative,0.4503,nonmatch,0.4773,0,0.3764,0.5121,52.691836347607044
17,1083,47,28,6,valence_classification,color_matching,XVVX,adjective,positive,liebe,noun,positive,0.4503,match,0.3109,0,0.3762,0.5119,52.668549990499976
17,1084,48,28,6,valence_classification,color_matching,WJJW,noun,negative,ehrlich,adjective,positive,0.4503,match,0.5405,0,0.376,0.5118,52.64505608878375
17,1085,49,28,6,valence_classification,color_matching,WJJW,noun,negative,entführung,noun,negative,0.4503,nonmatch,0.5766,0,0.3759,0.5116,52.621313408621916
17,1086,50,28,6,valence_classification,color_matching,WJJW,noun,negative,schleim,noun,negative,0.4598,match,0.3927,0,0.3757,0.5114,52.597279941404125
17,1087,51,28,6,valence_classification,color_matching,ZYYZ,adjective,negative,schlecht,adjective,negative,0.4503,match,0.5414,1,0.3755,0.5112,52.572912764899684
17,1088,52,28,6,valence_classification,color_matching,ZYYZ,adjective,negative,eitel,adjective,negative,0.4503,match,0.4969,0,0.376,0.5117,52.64204904754726
17,1089,53,28,6,valence_classification,color_matching,XVVX,adjective,positive,spaß,noun,positive,0.4503,match,0.3634,0,0.3758,0.5116,52.61848676865805
17,1090,54,28,6,valence_classification,color_matching,MQQM,noun,positive,gift,noun,negative,0.4503,nonmatch,0.5873,0,0.3757,0.5114,52.59463180652935
17,1091,55,28,6,valence_classification,color_matching,ZYYZ,adjective,negative,schleim,noun,negative,0.4503,nonmatch,2.3679,0,0.3755,0.5112,52.570441870416964
17,1092,56,28,6,valence_classification,color_matching,WJJW,noun,negative,schlecht,adjective,negative,0.4503,nonmatch,0.4334,0,0.3753,0.511,52.54587361856885
17,1093,57,28,6,valence_classification,color_matching,WJJW,noun,negative,liebe,noun,positive,0.4503,nonmatch,0.443,0,0.3751,0.5109,52.52088251451479
17,1094,58,28,6,valence_classification,color_matching,MQQM,noun,positive,ehrlich,adjective,positive,0.4503,nonmatch,0.4823,0,0.375,0.5107,52.495422678309545
17,1095,59,28,6,valence_classification,color_matching,XVVX,adjective,positive,lustig,adjective,positive,0.4503,match,0.4537,0,0.3748,0.5105,52.469446732032885
17,1096,60,28,6,valence_classification,color_matching,ZYYZ,adjective,negative,gütig,adjective,positive,0.4503,nonmatch,0.4433,0,0.3746,0.5103,52.44529697936622
17,1097,61,28,6,valence_classification,color_matching,MQQM,noun,positive,entführung,noun,negative,0.4503,match,0.4609,0,0.3745,0.5102,52.42327576320874
17,1098,62,28,6,valence_classification,color_matching,ZYYZ,adjective,negative,einfall,noun,positive,0.4503,nonmatch,0.4037,0,0.3743,0.51,52.40152329963053
17,1099,63,28,6,valence_classification,color_matching,MQQM,noun,positive,spaß,noun,positive,0.4504,match,0.3207,1,0.3741,0.5099,52.38000284335923
17,1100,64,28,6,valence_classification,color_matching,MQQM,noun,positive,schlecht,adjective,negative,0.4503,nonmatch,0.572,0,0.3746,0.5103,52.44401479855947
17,1101,1,29,7,valence_classification,color_matching,XVVX,adjective,positive,schlecht,adjective,negative,0.4503,match,0.4343,0,0.3744,0.5102,52.42220751066102
